timestamp,open,high,low,close,volume
2026-01-28 05:45:00,899.79,901.4,899.79,901.28,4408.98
2026-01-28 06:00:00,901.29,903.0,901.29,902.21,6469.06
2026-01-28 06:15:00,902.21,902.59,900.14,900.49,3534.18
2026-01-28 06:30:00,900.49,902.67,900.49,902.66,3657.36
2026-01-28 06:45:00,902.67,905.3,902.14,904.15,9329.84
2026-01-28 07:00:00,904.15,904.63,903.1,903.87,3226.36
2026-01-28 07:15:00,903.87,904.62,903.49,904.6,2567.38
2026-01-28 07:30:00,904.6,904.6,902.37,903.86,2446.77
2026-01-28 07:45:00,903.86,904.1,903.27,903.78,2320.38
2026-01-28 08:00:00,903.78,906.57,903.56,905.43,7469.15
2026-01-28 08:15:00,905.44,905.51,903.5,904.08,2477.17
2026-01-28 08:30:00,904.07,905.2,903.35,904.51,2636.79
2026-01-28 08:45:00,904.51,904.51,902.79,902.94,2702.01
2026-01-28 09:00:00,902.93,906.11,902.93,905.62,3221.82
2026-01-28 09:15:00,905.63,905.66,904.16,905.22,3193.49
2026-01-28 09:30:00,905.22,907.85,905.17,907.56,4421.08
2026-01-28 09:45:00,907.56,909.15,907.49,909.02,6761.5
2026-01-28 10:00:00,909.02,909.33,907.52,909.24,3738.85
2026-01-28 10:15:00,909.25,909.98,906.52,906.68,3536.3
2026-01-28 10:30:00,906.67,907.4,906.67,906.69,1881.35
2026-01-28 10:45:00,906.7,906.92,905.77,906.01,1936.48
2026-01-28 11:00:00,906.01,906.01,903.72,904.23,3666.18
2026-01-28 11:15:00,904.23,905.1,904.23,904.96,3165.63
2026-01-28 11:30:00,904.96,905.11,903.37,905.1,3198.61
2026-01-28 11:45:00,905.11,908.61,905.06,908.17,6771.24
2026-01-28 12:00:00,908.17,908.22,906.44,906.59,6767.73
2026-01-28 12:15:00,906.59,907.65,906.2,906.59,2354.2
2026-01-28 12:30:00,906.59,907.46,904.98,905.09,3387.05
2026-01-28 12:45:00,905.1,905.93,904.3,905.61,2352.46
2026-01-28 13:00:00,905.62,907.9,905.61,907.39,3083.91
2026-01-28 13:15:00,907.39,908.0,906.17,906.74,2716.88
2026-01-28 13:30:00,906.74,908.75,906.66,908.46,4680.73
2026-01-28 13:45:00,908.47,908.57,906.0,906.45,2110.12
2026-01-28 14:00:00,906.46,906.5,904.81,904.81,2958.87
2026-01-28 14:15:00,904.82,904.86,903.28,904.4,4273.87
2026-01-28 14:30:00,904.4,905.8,902.21,902.62,7399.78
2026-01-28 14:45:00,902.62,903.21,901.1,902.35,5523.84
2026-01-28 15:00:00,902.35,903.79,898.3,898.56,7430.55
2026-01-28 15:15:00,898.56,901.67,897.45,901.2,7727.88
2026-01-28 15:30:00,901.21,903.41,900.58,903.13,3718.91
2026-01-28 15:45:00,903.13,904.41,901.8,903.25,3189.37
2026-01-28 16:00:00,903.25,904.16,901.27,901.53,3433.19
2026-01-28 16:15:00,901.53,902.79,900.29,901.83,5791.63
2026-01-28 16:30:00,901.84,901.91,898.35,899.36,3729.58
2026-01-28 16:45:00,899.37,901.42,899.28,900.41,2926.4
2026-01-28 17:00:00,900.41,901.74,900.28,901.25,1576.59
2026-01-28 17:15:00,901.25,901.77,900.48,900.77,1456.15
